"","x","y","sd","means"
"2781",0.65985162402816,-6.10975757512164,2.14048989624916,2838.05580029626
"2782",0.660242552155514,-6.1093719744584,2.14053486687377,266.15054321437
"2783",0.660382098341261,-6.10923433540761,2.14055091317701,211.973472749933
"2784",0.660630111004618,-6.10898971931594,2.14057942355795,42.0712258145612
"2785",0.661014155994532,-6.108610951705,2.14062355038432,1.19835196974964
"2786",0.661194586831325,-6.10843300774768,2.14064427302158,93.5276799282712
"2787",0.661650060132188,-6.1079838334996,2.14069655923913,8.4668867290049
"2788",0.662000268408378,-6.10763848920273,2.14073673689492,122.015919384278
"2789",0.662043324313199,-6.10759603253615,2.1407416750074,73.7070560270961
"2790",0.662114625020207,-6.10752572476778,2.14074985182494,202.825456693315
"2791",0.662302077318375,-6.10734088650246,2.14077134476039,148.245946013895
"2792",0.662474971616956,-6.10717040779577,2.14079116306691,182.530589274744
"2793",0.662550318091775,-6.10709611539612,2.14079979815456,47.2217591639595
"2794",0.662658729027678,-6.106989222559,2.14081222085918,46.6175878134174
"2795",0.662708990930418,-6.10693966506822,2.14081797962649,122.582855849465
"2796",0.663061503585951,-6.10659210323216,2.14085835644921,1.82276561484273
"2797",0.663160205626328,-6.10649479066673,2.14086965790342,181.121469629819
"2798",0.663512426263094,-6.10614754005311,2.14090997356924,371.474131271231
"2799",0.66361379055261,-6.10604760944,2.14092157185868,14.3407139769876
"2800",0.663922787102947,-6.10574299257302,2.14095691676158,1516.93368233092
"2801",0.664127829778762,-6.10554086387724,2.14098036160155,0.365369933661175
"2802",0.664929800839764,-6.10475034928854,2.14107198961535,61.2048612307991
"2803",0.665602212947039,-6.10408761550416,2.14114872869858,7.98499368746049
"2804",0.665807669148849,-6.10388512973765,2.14117216069618,41.1348998900552
"2805",0.665845753614689,-6.10384759656709,2.1411765033696,287.978890140603
"2806",0.665932106898353,-6.10376249408562,2.14118634907627,25.2524257674978
"2807",0.666134155867894,-6.10356337600469,2.14120938093706,678.367248374389
"2808",0.666325595483016,-6.10337471889772,2.1412311968643,2650.96253782026
"2809",0.666360181384531,-6.10334063626273,2.1412351374972,0.217507942524516
"2810",0.666486249503053,-6.10321640407035,2.14124949962698,56.2988156847107
"2811",0.666678467977518,-6.10302698934764,2.14127139251656,318.543849035361
"2812",0.666695226888024,-6.10301047514368,2.1412733009824,78.4601245499731
"2813",0.66725407059628,-6.10245981498613,2.14133691281679,23.2052088817103
"2814",0.66748181890497,-6.10223541487404,2.14136282127287,106.176511205339
"2815",0.66767564692079,-6.1020444423632,2.14138486387716,0.921540643738856
"2816",0.667680557754377,-6.10203960394822,2.14138542226449,611.61037661972
"2817",0.667740280817236,-6.10198076188616,2.14139221275173,122.907690552336
"2818",0.668672012961505,-6.10106284172252,2.14149806997847,87.459805446436
"2819",0.668816930677527,-6.10092008367906,2.14151452100376,0.981471602676432
"2820",0.669587039373463,-6.10016150325998,2.14160188232257,1.42793053353268
"2821",0.669878348491523,-6.0998745775552,2.14163490163479,6.1425211147192
"2822",0.6698880015494,-6.09986506996211,2.14163599553744,120.312459142566
"2823",0.670506561437671,-6.0992558597427,2.14170605815522,55.3568568843972
"2824",0.670859197345261,-6.09890857903671,2.1417459705379,238.199888898324
"2825",0.670992403100736,-6.09877740090074,2.14176104154356,284.58761121068
"2826",0.671133804531578,-6.09863815467895,2.14177703644374,1362.51391877823
"2827",0.671149398938563,-6.09862279813733,2.14177880022315,199.657450621148
"2828",0.671269208648527,-6.09850481709993,2.14179234969263,1.5221605523119
"2829",0.671470369942106,-6.098306730877,2.14181509373733,19.2281278111051
"2830",0.671753729297154,-6.0980277131507,2.14184711948613,688.677695742793
"2831",0.671805867670219,-6.09797637491896,2.14185301073448,91.3085695813174
"2832",0.672348559538062,-6.09744203504697,2.14191430287231,6797.90391904029
"2833",0.672369210787967,-6.09742170246821,2.14191663423498,500.370187006996
"2834",0.672375467251671,-6.0974155425608,2.14191734052561,251.573157831605
"2835",0.672428867896777,-6.09736296628302,2.14192336863484,56.2348963004284
"2836",0.67247521317493,-6.0973173367932,2.141928599901,171.28189302497
"2837",0.673243438227808,-6.09656102242531,2.14201525974645,12.0624861992866
"2838",0.673509601996991,-6.09629900540018,2.14204526055502,939.160555825068
"2839",0.673538220115053,-6.09627083375872,2.14204848553203,454.110581103475
"2840",0.673971930384566,-6.09584390451769,2.14209734298224,62.0156521085273
"2841",0.674393587100975,-6.09542886669121,2.14214481134445,50.1718032608743
"2842",0.674444280271792,-6.09537897101545,2.14215051609643,29.4723189612612
"2843",0.675027596453506,-6.09480485842764,2.14221612749989,349.262145293441
"2844",0.675074409236776,-6.09475878641052,2.14222139044671,131.648145506749
"2845",0.675439774304058,-6.09439921386782,2.14226245372645,4.83335586301938
"2846",0.675512687913217,-6.0943274585667,2.14227064569986,11.9658470802356
"2847",0.675558496894556,-6.09428237770492,2.14227579194933,494.678966838153
"2848",0.675559121546439,-6.0942817629838,2.14227586212115,1454.10103628439
"2849",0.675741191219735,-6.09410259029329,2.14229631248876,247.126579103131
"2850",0.675762646398037,-6.09408147681521,2.14229872199193,10.4427954481556
"2851",0.675815415107375,-6.09402954879832,2.14230464779202,311.673797420535
"2852",0.675890545171439,-6.09395561638046,2.14231308388704,39.6275044622882
"2853",0.675907575363757,-6.09393885778038,2.14231499601256,245.81826588296
"2854",0.676060806115323,-6.09378807260731,2.1423321982829,0.203855576912568
"2855",0.67649738905367,-6.09335847634773,2.14238118846674,234.210642202481
"2856",0.676633689664522,-6.09322436265988,2.14239647637949,87.5403389780408
"2857",0.676687663104034,-6.09317125596461,2.14240252932459,22.364945813032
"2858",0.677037807624536,-6.09282674462756,2.14244178464751,464.714295774034
"2859",0.67705590953922,-6.09280893442523,2.14244381350857,1.77135403037433
"2860",0.677227799895285,-6.09263981646172,2.14246307614009,243.035309659652
"2861",0.677999676649456,-6.09188044225563,2.14254951233226,484.162154930765
"2862",0.67805599311005,-6.09182504138358,2.14255581472104,276.515036079321
"2863",0.678183689440244,-6.09169942284147,2.14257010321688,218.775048907359
"2864",0.678617246236298,-6.09127293830734,2.14261859473098,1.22754757545902
"2865",0.678707361970025,-6.09118429599493,2.14262866971997,81.8031780022055
"2866",0.678843846334809,-6.09105004544523,2.1426439260748,57.8634269924977
"2867",0.679120796354108,-6.09077763655273,2.14267487392243,246.206481316643
